"Source","Reference","Prediction","BLEU_Score"
"For meningitis or other severe infection, use amphotericin B with or without flucytosine, followed by fluconazole.","Đối với viêm màng não hoặc các nhiễm trùng nặng khác, điều trị amphotericin B kèm hoặc không kèm flucytosine, sau đó là fluconazole.","Đối với viêm màng não hoặc nhiễm trùng nặng khác, sử dụng Amphotericin B kèm theo hoặc Flucytosine, sau đó là Fluconazol.","42.262353460371"
"The follicles are dysfunctional (as occurs in autoimmune ovarian dysfunction).","Các nang noãn là rối loạn chức năng (như xảy ra trong rối loạn chức năng buồng trứng tự miễn dịch).","Nang trứng không hoạt động như thường lệ do xảy ra trong rối loạn chức năng nang buồng trứng tự miễn.","36.351466652458"
"NT-proBNP concentrations were positively correlated with the number of coronary vessels involved.","Nồng độ NT-proBNP tương quan thuận với số nhánh mạch vành bị hẹp.","Nồng độ NT-proBNP có tương quan thuận với số lượng mạch vành tham gia.","37.030468338191"
"Conclusion: Gram-positive bacteria accounted for the majority compared to gram-negative bacteria.","Kết luận: Vi khuẩn gram âm chiếm đa số so với vi khuẩn gram dương.","Kết luận: Vi khuẩn gram dương chiếm đa số hơn so với vi khuẩn gram âm.","62.281261770404"
"In humans, however, the relationship between body temperature and stroke outcome has been for less extensively investigates, providing conflicting results.","Tuy nhiên, ở người mối liên quan giữa thân nhiệt và dự hậu đột quỵ ít được nghiên cứu rộng rãi, cung cấp những kết quả mâu thuẩn.","Tuy nhiên, trong người, mối liên quan giữa nhiệt độ cơ thể và kết cục đột quỵ vẫn chưa được nghiên cứu nhiều, mang lại kết quả không đồng nhất.","15.744827002745"
"Objective: To evaluate initially two cases of d-transposition of the great arteries (d-TGA) prenatally diagnosed and postnatally treated.","Mục tiêu: Bước đầu đánh giá hai trường hợp chuyển vị đại động mạch kiểu d (d-CVĐĐM) được chẩn đoán trước sinh và điều trị sau sinh.","Mục tiêu: Đánh giá bước đầu hai trường hợp chuyển gốc động mạch lớn (d-TGA) được chẩn đoán trước sinh và điều trị sau sinh.","51.549712787491"
"The diagnosis of HCC are well establised pre-operatively by US and CT-scan; but in hepatic resection, new small lesions which cannot be seen or touched, may be missed; otherwise tumoral invasion and tumoral thrombus of intrahepatic vessels cannot be evaluated, so the result of hepatic resection is limited.","Ung thư gan nguyên phát (UTG) được chẩn đoán chính xác trước mổ bằng siêu âm và CT-scan tuy nhiên trong phẫu thuật cắt gan vẫn có các sang thương khác bị bỏ sót vì không nhìn thấy, không sờ được, ngoài ra không đánh giá được mức độ xâm lấn của u, thuyên tắc mạch... nên kết quả cắt gan bị hạn chế.","Chẩn đoán HCC được xác định rõ ràng trước mổ bằng siêu âm và chụp cắt lớp vi tính, tuy nhiên trong phẫu thuật cắt gan thì các tổn thương mới nhỏ mà không thể nhìn thấy hoặc quan sát được, có thể bỏ sót lại; ngược lại tình trạng xâm lấn u và huyết khối u mạch trong gan không thể được đánh giá được vì vậy kết quả phẫu thuật cắt gan còn hạn chế.","20.545489796601"
"Endoscopic endonasal surgery for suprasellar meningiomas with several major advantages of the endonasal route such as providing optimal tumor access window, less structural damage, devascularization is accomplished early in surgery by interrupting the dural blood supply during the approach and decompress the optic nerve from the beginning of the operation.","Phẫu thuật nội soi qua mũi điều trị các u màng não vùng trên yên với ưu điểm cung cấp cửa sổ tiếp cận u tối ưu, ít phá huỷ cấu trúc, phẫu thuật viên sớm triệt mạch nuôi u làm giảm chảy máu và sớm giải áp dây thị giác từ đầu cuộc mổ, không vén não cũng như không để lại sẹo mổ bên ngoài.","Phẫu thuật nội soi qua mũi điều trị u màng não trên hố dưới với nhiều ưu điểm vượt trội của đường mổ qua mũi như có cửa sổ tiếp cận khối u tối đa, ít tổn thương cấu trúc, giảm vòi mạch máu, phẫu thuật sớm giải quyết vấn đề bóc tách mạch máu trong quá trình tiếp cận và giải ép dây thị giác từ khi bắt đầu phẫu thuật.","23.251558184577"
"Most of spinal tumors were neurinomas and localized higher at thoracic spine.","U có vị trí thường gặp ở đoạn cột sống ngực.","Đa số u tuỷ là u thần kinh và nằm ở vùng cao hơn tại cột sống ngực.","13.400825781779"
"The bone marrow is hypocellular and can show fibrosis and multilineage dysplasia.","Tuỷ xương là mô tế bào và có thể biểu hiện xơ hoá và loạn sản đa dòng.","Tuỷ xương có hình ảnh tế bào giảm đặc và có thể biểu hiện xơ hoá và loạn sản tuỷ.","50.361556444464"
"Our techniques are modified by the TVT procedure of Umsten, but with a little bit tension of the tape to cease urinary leakage while making Valsava's pression on full bladder.","Chúng tôi thực hiện kỹ thuật mổ tương tự phương pháp TVT của Umsten đề xuất từ năm 1996, nhưng với sự cải biên là có điều chỉnh sức căng của mảnh ghép prolene vừa đủ để hết són tiểu tại bàn mổ.","Các kỹ thuật của chúng tôi được cải tiến bởi thủ thuật TVT của Umsten nhưng với sự căng thẳng một ít của màng quản để ngừng rò tiểu khi tạo áp lực trên bàng quang đầy đủ.","6.8410041510684"
"The International Coordinating Group (ICG) on Vaccine Provision has established a global Ebola vaccine stockpile in Switzerland for use during outbreaks.","Nhóm Điều phối Quốc tế (ICG) về Cung cấp Vắc xin đã thiết lập một kho dự trữ vắc xin Ebola toàn cầu ở Thuỵ Sĩ để sử dụng trong các đợt bùng phát dịch.","Hội đồng điều phối quốc tế (ICG - International Coordinating Group) về vắc xin đã xây dựng được cạp vắc xin Ebola toàn cầu tại Switzerland để sử dụng trong các đợt dịch.","28.568241514793"
"Bone turnover markers reference database at university medical center, ho chi minh city.","Nghiên cứu khoảng tham chiếu dấu ấn chu chuyển xương ở phụ nữ chưa mãn kinh tại bệnh viện đại học y dược thành phố hồ chí minh.","Cơ sở dữ liệu tham chiếu dấu ấn hoạt động xương tại Bệnh viện Đại học Y dược thành phố Hồ Chí Minh.","13.23411322328"
"Assessment of patient’s satisfaction on the nursing care provided by clinical departments in Hue university of medicine and pharmacy hospital","Đánh giá sự hài lòng người bệnh nội trú về chất lượng chăm sóc của điều dưỡng, hộ sinh tại Bệnh viện Đại học Y dược Huế","Đánh giá sự hài lòng của người bệnh về công tác chăm sóc của điều dưỡng tại các khoa lâm sàng Bệnh viện Đại học Y dược Huế","48.734837067353"
"Thesedays, they are prepared in the product named Proginvex.","Hiện nay, hai dược liệu này được bào chế thành dung dịch Proginvex.","Ngày nay, chúng tôi đã bào chế thành công sản phẩm Proginvex.","14.466039436112"
"They have some genetic determinants but also reflect diet, exercise, and lifestyle.","Chúng có yếu tố di truyền xác định nhưng cũng phản ánh chế độ ăn, luyện tập và lối sống.","Các yếu tố di truyền và các thói quen ăn uống, tập luyện, sinh hoạt đều có liên quan đến tình trạng bệnh.","11.64589513742"
"Tumour free survival 3-year, 4 - year, 5-year, 6-year were 64.6%, 35.3%, 8.5% and 2.4% respectively.","Thời gian sống thêm không tiến triển bệnh 3 năm, 4 năm, 5 năm và 6 năm lần lượt là 64,6%, 35,3%, 8,5% và 2,4%.","Thời gian sống thêm không tiến triển 3 năm, 4 năm, 5 năm, 6 năm lần lượt là 64,6%; 35,3%; 8,5% và 2,4%.","68.772650862035"
"The genotypes of the polymorphism were determined by PCR-RFLP method.","Kiểu gen của đa hình rs12163565 được xác định bằng phương pháp PCR-RFLP.","Kiểu hình gen được xác định bằng phương pháp PCR-RFLP.","55.947121904184"
"The rate of abnormal ECG also increase in each group, including group A (27.3%), group B (45.7%), group C (60.0%), group D (71.4%) Conclusion: This study suggests the routine screening in COPD outpatients with ECG.","Tỷ lệ ĐTĐ bất thường tăng dần theo từng nhóm, trong đó nhóm A (27,3%), nhóm B (45,7%), nhóm C (60,0%), nhóm D (71,4%). Kết luận: nghiên cứu này gợi ý cần tầm soát ĐTĐ thường quy ở BN ngoại trú BPTNMT.","Tỷ lệ bất thường điện tâm đồ cũng tăng ở mỗi nhóm, trong đó có nhóm A (27,3%), nhóm B (45,7%), nhóm C (60,0%), nhóm D (71,4%). Kết luận: Nghiên cứu này gợi ý tầm soát thường quy ở bệnh nhân COPD ngoại trú bằng điện tâm đồ.","58.990922026257"
"Draining sinuses and intestinal fistulas may develop and extend to the external abdominal wall.","Tổn thương tạo xoang và rò ruột non có thể rộng dần ra đến thành bụng.","Vị trí tổn thương thường gặp là mũi xoang và rò hậu môn.","9.6943359995907"
"For all proximal interphalangeal (PIP) joint dislocations, stress testing is done after the dislocation is reduced.","Đối với tất cả các trật khớp liên đốt gần ngón tay (PIP), nghiêm pháp đánh giá mất vững được thực hiện sau khi nắn chỉnh.","Đối với các trường hợp trật khớp gần bàn ngón, phương pháp thử sức là làm giảm lực tác động của cơ thắt lưng sau khi trật khớp.","5.114378508082"
"Subsequent antibiotic choice is guided by culture and sensitivity.","Lựa chọn kháng sinh sau đó được lựa chọn bởi cấy vi khuẩn và kháng sinh đồ.","Việc lựa chọn kháng sinh tiếp theo được hướng dẫn bởi cấy và độ nhạy cảm.","12.562449888007"
"Kanamycin may still play a role in the treatment of certain cases of multidrug-resistant tuberculosis in combination with other antibiotics.","Kanamycin vẫn có thể đóng một vai trò nào đó trong điều trị một số trường hợp bệnh lao kháng đa thuốc kết hợp với các kháng sinh khác.","Kanamycin vẫn có vai trò trong điều trị các trường hợp lao đa kháng thuốc có phối hợp với các kháng sinh khác.","31.762944755098"
"The clinical pregnancy rate is 24% after 6 months.","Tỷ lệ có thai lâm sàng sau 6 tháng là 24%.","Tỷ lệ thai lâm sàng sau 6 tháng là 24%.","79.789731067038"
"The Ellmans method was used to assay AChE and BuChE inhibition activity.","Phương pháp ức chế AChE và BuCHE được tiến hành theo phương pháp đo quang của Ellman.","Phương pháp định lượng được sử dụng để đánh giá hoạt tính ức chế enzym AChE và BuChE bằng phương pháp định lượng.","6.6542212635555"
"Prognosis for Abdominal Wall Hernias Congenital umbilical hernias rarely strangulate and are not treated; most resolve spontaneously within several years.","Tiên lượng về thoát vị thành bụng Thoát vị rốn bẩm sinh hiếm khi bị nghẹt và không được điều trị; hầu hết khỏi một cách tự nhiên trong vòng vài năm.","Tình trạng lồng ruột thừa bẩm sinh ở trẻ em thường không phải lo lắng và không cần điều trị, đa phần tự hồi phục trong vòng vài năm.","14.590473677081"
"However, the hs-cTn tests can detect small amounts of cTn in many healthy people.","Tuy nhiên, xét nghiệm hs-cTn có thể phát hiện một lượng nhỏ cTn ở nhiều người khoẻ mạnh.","Tuy nhiên, xét nghiệm hs-Ct n có thể phát hiện các lượng nhỏ của cTn trong nhiều người khoẻ mạnh.","46.431866987615"
"Conclusions: the carotid artery supply blood to brain so the atherosclerosis of this artery reduce the blood to brain. It must be early diagnosis and treatment with surgery to prevent complications.","Kết luận: Bệnh lý xơ vữa động mạch của các động mạch ngoài sọ cung cấp máu lên não sẽ làm ảnh hưởng đến tuần hoàn não, cần phải được chẩn đoán và điều trị sớm để ngừa các biến chứng có thể xảy ra.","Kết luận: Động mạch cảnh là động mạch nhĩ có sự xâm nhập của vữa xơ nên giảm lưu lượng máu vào não, cần chẩn đoán và điều trị sớm để tránh các biến chứng.","21.275576985721"
"Keywords: essential oil containing mouthrinse, Streptococcus mutans","Từ khoá: nước súc miệng tinh dầu, Streptococcus mutans","Từ khoá: Tinh dầu súc họng, Streptococcus mutans","25.541736033672"
"Environmental problems in rice production","Các vấn đề môi trường trong sản xuất lúa","Thực trạng các vấn đề môi trường trong sản xuất lúa ăn chín","55.936849159331"
"Introduction to Middle Ear and Tympanic Membrane Disorders By Richard T Miyamoto, MD, MS, Indiana University School of Medicine Reviewed / Revised Mar 2022 | Modified Sep 2022 View Patient Education Topic Resources Ear: Coronal Cross Section Tympanic membrane of right... Middle ear disorders may be secondary to infection, eustachian tube obstruction, or trauma.","Giới thiệu về bệnh tai giữa và màng nhĩ Theo Richard T. Miyamoto, MD, MS, Indiana University School of Medicine Đánh giá về mặt y tế Thg3 2022 Nguồn chủ đề Màng nhĩ của tai phải (A)... Tai: Mặt cắt ngang Rối loạn tai giữa có thể là thứ phát do nhiễm trùng, tắc nghẽn vòi eustachian, hoặc chấn thương.","Bệnh lý tai giữa và màng nhĩ - Vòi tai: Bàn luận của Richard T. Miyamoto, MD, MS, Trường Đại học Y khoa Indiana, được tổng hợp trong bài viết này nhằm cung cấp thông tin về bệnh lý tai giữa và màng nhĩ - Vòi tai, từ đó giúp người bệnh có kiến thức tốt hơn trong việc điều trị và chăm sóc bệnh lý này.","17.943549694104"
"An intestinal carcinoid does not usually cause carcinoid syndrome unless hepatic metastases have occurred because metabolic products released by the tumor are rapidly destroyed by blood and liver enzymes in the portal circulation (eg, serotonin by hepatic monoamine oxidase).","Một carcinoid đường tiêu hoá thường không gây ra hội chứng carcinoid trừ khi di căn ở gan vì các sản phẩm chuyển hoá được giải phóng bởi khối u bị phá huỷ nhanh chóng bởi các enzym của máu và gan trong tuần hoàn hệ cửa (ví dụ, serotonin bởi oxidase monoamine hepatic).","Bệnh lý thể tế bào nhỏ ruột không thường gây hội chứng carcinoid nếu đã di căn gan vì sản phụ chất chuyển hoá được nhanh chóng bị tiêu sụng bởi các enzyme của gan trong tuần hoàn cửa sổ (ví dụ: serotonin bởi monaemia gan) và không có sự tổn thương tế bào thần kinh ngoại biên.","11.546837198242"
"A pregnancy test is required, even before menarche, if it is possible that ovulation has started.","Cần phải xét nghiệm thử thai, ngay cả trước khi bắt đầu lần hành kinh đầu tiên, nếu có khả năng là quá trình rụng trứng đã bắt đầu.","Cần xét nghiệm thai kỳ ngay từ khi có dấu hiệu kinh nguyệt, nếu có thể cho thấy quá trình nang buồng trứng đã bắt đầu.","18.804265176926"
"Results: mean age was 43, immediate reconstruction in 81 patients and delayed reconstruction in 10 patients.","Kết quả: tuổi trung bình 43; 81 bệnh nhân tạo hình ngay, 10 bệnh nhân tạo hình trì hoãn.","Kết quả: tuổi trung bình là 43, trong đó có 81 bệnh nhân được tạo hình ngay và 10 bệnh nhân được tạo hình chậm.","31.823566221963"
"The ankle-brachial BP index (ABI) should be determined to check for vascular injury; values ≤ 0.9 are very sensitive for vascular injury.","Chỉ số HA cổ chân-cánh tay (ABI) nên được xác định để kiểm tra tổn thương mạch máu; giá trị ≤ 0,9 rất nhạy cảm với tổn thương mạch máu.","Chỉ số huyết áp cổ chân – cánh tay (ABI) cần được xác định để kiểm tra tổn thương mạch máu; giá trị ≤ 0,9 rất nhạy cho tổn thương mạch máu.","63.963348137883"
"Objetive: To evaluate the relationship between EGFR mutations and risk of brain metastasis in non-small cell lung cancer patients (NSCLC).","Mục tiêu: Đánh giá mối liên quan giữa đột biến gen EGFR với nguy cơ di căn não ở bệnh nhân ung thư phổi không tế bào nhỏ (UTPKTBN).","Mục tiêu: Đánh giá mối liên quan giữa đột biến gen EGFR và nguy cơ di căn não ở bệnh nhân ung thư phổi không tế bào nhỏ (UTPKTBN).","91.846780244418"
"Perinatal hemorrhage may be caused by Precipitous delivery (ie, rapid and spontaneous delivery, which causes hemorrhage due to umbilical cord tearing) Obstetric accidents (eg, incision of the placenta during cesarean delivery, birth trauma) Coagulopathies Cephalhematomas resulting from procedures such as vacuum or forceps delivery are usually relatively harmless, but subgaleal bleeds can rapidly extend into soft tissue, sequestering sufficient blood volume to result in anemia, hypotension, shock, and death.","Xuất huyết chu sinh có thể là do Thai ngôi ngược (đẻ nhanh và không chuẩn bị, gây ra xuất huyết do rách dây rốn) Tai biến sản khoa (ví dụ, rạch vào bánh rau trong khi sinh mổ, chấn thương sản khoa) Bệnh lý rối loạn đông máu Khối tụ máu não do các thủ thuật như hút chân không hoặc kẹp kéo thai thì thường ít gây hại, nhưng chảy máu có thể nhanh chóng lan rộng ra mô mềm, làm mất máu đủ để gây ra thiếu máu, hạ huyết áp, sốc và tử vong.","Chảy máu sau sinh có thể do các nguyên nhân như: sinh ngã cấp (thông tử nhanh và tự nhiên, gây chảy máu do vỡ rễ rốn), tai biến sản khoa (ví dụ: mổ lấy thai trong lúc chuyển dạ, chấn thương sinh sản) hoặc các biến chứng của thủ thuật như: bóc tách rau cung cấp máu sau sinh bằng dụng cụ hút chân không hay dùng kéo, kẹp rau cung cấp máu sau sinh bằng phương pháp kẹp chậu.","10.867247756393"
"Removal can be attempted in the outpatient or emergency room setting.","Việc này có thể được thực hiện tại phòng cấp cứu hoặc phòng khám ngoại trú.","Có thể thực hiện được ở các thời điểm ngoại trú hoặc tại khoa cấp cứu.","9.2184719495583"
"Bedding and clothing should be changed frequently.","Ga giường và quần áo nên được thay đổi thường xuyên.","Các vật dụng và quần áo cần được thay đổi thường xuyên.","48.442732379639"
"They fear abandonment partly because they do not want to be alone.","Họ sợ bị bỏ rơi một phần vì họ không muốn bị cô đơn.","Các bệnh nhân sợ bỏ rơi phần lớn là do họ không muốn alone.","13.834368456411"
"There are 17.24 percent patients with the serum total cholesterol > 6.2 mmol / l, 19.7 percent patients with HDL-C <1 mmol / l, 8.87 percent patients with LDL-C> 4.1 mmol/l.","Tỉ lệ cholersterol TP > 6,2 mmol / l: 17,24%, HDl-C < 1 mmol / l: 19,7%, LDL-C > 4,1 mmol / l: 8,87%.","Có 17,24% bệnh nhân có cholesterol toàn phần (TC) > 6,2 mmol / l, 19,7% bệnh nhân có HDL-C < 1 mmol / l, 8,87% bệnh nhân có LDL-C > 4,1 mmol / l.","31.95214890613"
"These patients were simultaneously conducted three techniques: cell culture of bone marrow and cell culture of peripheral blood to find Ph1 chromosome and PCR techniques to find BCR / ABL fusion gene.","Những bệnh nhân này được tiến hành đồng thời 3 kỹ thuật: nuôi cấy tế bào tuỷ xương tìm NST Ph, nuôi cấy tế bào máu ngoại vi tìm NST Ph và kỹ thuật khuếch đại chuỗi gen tìm tổ hợp gen BCR / ABL.","Các bệnh nhân này được tiến hành thử nghiệm ba kỹ thuật là nuôi cấy tế bào tuỷ xương và tế bào cấy máu ngoại vi để tìm thấy nhiễm sắc thể ph1 và kỹ thuật PCR để tìm ra gen tái hợp BCR / ABL.","32.098010672466"
"(30%) and Staphylococcus aureus (20%) are the commonest.","(30%) và Staphylococcus aureus (20%).","Các vi khuẩn thường gặp nhất là Staphylococcus aureus (20%), và 30% là E coli.","26.608125176434"
"New contributions: Clinical manifestations and RPGs features in children with OSAS and adenotonsiller hypertrophy have been described hyperactivity, decifit attension were both symptoms and consequences of OSAS.","Những đóng góp mới của luận án: Đã mô tả đặc điểm lâm sàng và đa kí hô hấp của trẻ mắc OSAS có Amydal quá phát. Cần coi các triệu chứng tăng động giảm chú ý vừa là triệu chứng vừa là hậu quả của OSAS.","Những biểu hiện lâm sàng và đặc điểm của bệnh nhân OTNQTM có phì đại dương vật được mô tả bao gồm tăng động, giảm tập trung chú ý là hai triệu chứng và hậu quả chính của bệnh.","6.2282311181772"
"If the trait results in a defect of a specific protein (eg, an enzyme), heterozygotes usually have a reduced amount of that protein.","Nếu tính trạng dẫn đến thiếu hụt một protein xác định (ví dụ như một enzyme), các hợp tử thường giảm sản xuất lượng protein đó.","Nếu đặc điểm của một kiểu gen mang lại tình trạng thiếu hụt một loại protein cụ thể (ví dụ: enzyme), các kiểu di truyền dị hợp tử thường có sự giảm thiểu lượng protein đó.","19.747402476293"
"The time to get the double J stent: 4 - 6 weeks.","Thời gian lưu sonde JJ từ 4 - 6 tuần.","Thời gian đặt stent double J là từ 4-6 tuần.","42.803206067506"
"Objectives: To assessement outcome of breast reconstruction with the ispilateral pedicled TRAM flap in breast cancer patient having the low abdominal scars.","Mục tiêu: Đánh giá kết quả tái tạo vú bằng vạt TRAM có cuống ở bệnh nhân ung thư vú có sẹo mỗ cũ vùng bụng dưới rốn.","Mục tiêu nghiên cứu: Đánh giá kết quả phẫu thuật tái tạo vú bằng vạt TRAM nẹp vít tại chỗ bên một ở bệnh nhân ung thư vú có sẹo rạch vùng bụng dưới thấp.","45.257714117343"
"Socket and suspension are more critical for athletes.","Ổ cắm và hệ thống treo là rất quan trọng đối với vận động viên.","Răng và dây chằng là những vật phụ cần thiết nhất cho các vận động viên.","15.844501337269"
"The two main methods are corticosteroids (64.4%) and IVIG (22.65%).","Hai phương pháp điều trị chủ yếu là corticoid (64,4%) và IVIG (22,65%).","Hai phương pháp chính là corticoid (64,4%) và IVIG (22,65%).","69.425667452787"
"Diagnosis is often by fine-needle aspiration biopsy but may involve other tests.","Chẩn đoán thường bằng sinh thiết kim nhỏ nhưng có thể liên quan đến các xét nghiệm khác.","Chẩn đoán thường bằng sinh thiết kim nhỏ nhưng có thể cần kết hợp với các xét nghiệm khác.","69.339556622201"
"She suffered and died from poliomyelitis.","Cô ấy chịu đau khổ và chết vì bệnh bại liệt.","Bệnh nhân bị viêm tuỷ cổ và tử vong do bệnh lý này.","3.7374379437477"
"Result: In general, 35% - 40% of staff do not have knowledge of treating protocol after exposure and stage that victims have high chance of being infected; and 50% of staff do not have a firm understanding of universal precaution and 20% are afraid of infectious possibility in treatment.","Kết quả: 35% - 40% NVYT chưa có kiến thức xử lý sau phơi nhiễm và giai đoạn người bệnh có nguy cơ lây nhiễm cao; 50% chưa có kiến thức đúng về dự phòng phổ cập; 20% ngại chăm sóc bệnh nhân HIV.","Kết quả: Nhìn chung, 35-40% nhân viên chưa có kiến thức về điều trị bằng phác đồ sau khi tiếp xúc và tình trạng nạn nhân có nguy cơ nhiễm cao; và 50% nhân viên không có hiểu biết chắc chắn về phòng chống dịch bệnh toàn diện và 20% sợ khả năng lây nhiễm trong quá trình điều trị.","10.584395501939"
"Conclusion: Sanger sequence is an effective and accurate method for differentiate C aromatica from other similar species.","Kết luận: Giải trình tự Sanger là phương pháp hiệu quả, đáng tin cậy trong việc phân biệt Ngải trắng và các loài cây họ gừng.","Kết luận: Sanger trình tự là phương pháp hiệu quả và chính xác để phân biệt C. aromatica với các loài tương tự khác.","21.560225666053"
"Bacteremia, sometimes with overt hemolysis, occurs in about 15% of patients with traumatic gas gangrene.","Vãng khuẩn huyết, đôi khi có tan máu rầm rộ, xuất hiện ở khoảng 15% số bệnh nhân bị hoại thư sinh hơi sau chấn thương.","Viêm phổi nhiễm khuẩn huyết (VPCVN) là một bệnh lý rất nguy hiểm, có thể gây tử vong nếu không được phát hiện và điều trị kịp thời.","3.1731768853939"
"Pathophysiology of Pain in a Single Joint Pain in and around a joint may involve Inflammation (due to, eg, infection, crystal-induced arthritis, or autoimmune systemic inflammatory disorders) Noninflammatory problems, usually mechanical (eg, trauma, internal derangements) The synovium and joint capsule are major sources of intra-articular pain.","Sinh lý bệnh của đau ở một khớp Đau tại khớp và cạnh khớp có thể liên quan tới: Viêm (do nhiễm trùng, viêm khớp do tinh thể hoặc bệnh lý viêm hệ thống do tự miễn) Các bệnh lý không do viêm, thường do nguyên nhân cơ học (ví dụ, chấn thương, các tổn thương nội khớp) Màng hoạt dịch và bao khớp là những nguyên nhân chính gây đau bên trong ổ khớp.","Cơ chế sinh lý bệnh lý đau ở một khớp đơn độc có xung quanh khớp có thể do viêm (ví dụ: nhiễm trùng, viêm khớp dạng thấp hay các rối loạn viêm hệ thống tự miễn) Không do viêm thì thường là các vấn đề nội khoa (ví dụ: chấn thương, biến đổi nội tiết) Tế bào màng hoạt dịch và màng khớp là nguồn gốc chính của đau trong khớp.","16.802238134443"
"Methodology: A cross sectional study was conducted to screen for anthropometry on 2, 866 children, analyse haemoglobin concentration of 892 children and interview parents / primary caregivers of the children took part blood examination in October 2016.","Phương pháp: Nghiên cứu cắt ngang mô tả sàng lọc nhân trắc trên 2.866 học sinh, xét nghiệm nồng độ hemoblobin máu của 892 trẻ và phỏng vấn cha mẹ của những trẻ lấy máu.","Đối tượng và phương pháp nghiên cứu: Nghiên cứu cắt ngang được thực hiện nhằm khảo sát chỉ số nhân trắc trên 2.866 trẻ em, phân tích nồng độ huyết sắc tố của 892 trẻ em và phỏng vấn cha mẹ / người chăm sóc chính của trẻ đến khám máu tại Bệnh viện Nhi Trung ương từ tháng 10/2016.","17.644678400773"
"An electrical gradient develops which causes the heart to send electrical signals when it shouldn't.","Một gradient điện thể phát ra khiến tim gửi tín hiệu điện khi không nên thế.","Dẫn truyền điện sinh ra từ tim dẫn đến việc tim phải chuyển tín hiệu điện khi nó nên không cần thiết.","12.962472880492"
"Objective: In management of perforated choledochal cyst with bile peritonitis (PCC), selection between two-staged procedure and one-staged definitive repair is still controversial.","Mục tiêu: Trong điều trị nang ống mật chủ hoại tử thủng với viêm phúc mạc mật, lựa chọn giữa phẫu thuật hai thì và phẫu thuật một thì vẫn còn là vấn đề nhiều tranh luận.","Mục tiêu nghiên cứu: Việc lựa chọn phương pháp điều trị viêm phúc mạc do nang ống mật chủ có thủng qua da (PCC) bằng phẫu thuật một thì và hai thì vẫn còn nhiều tranh cãi.","21.49033746384"
"Periungual, palmar, plantar, and perineal desquamation begins on about day 10.","Bong vảy quanh móng, ở lòng bàn tay, lòng bàn tay và tầng sinh môn bắt đầu vào khoảng ngày thứ 10.","Độ khô ở vùng bàn chân, bàn chân ngón tay, bàn chân bàn chân và bàn chân miệng bắt đầu vào khoảng ngày thứ 10.","29.256127307315"
"The main bariers for counselling were a lack of time (53.4%), and of skills / medthods for counseling (31.7%).","Khó khăn chủ yếu khi tư vấn là thiếu thời gian (53,4%), thiếu kĩ năng / phương pháp tư vấn (31,7%).","Nguyên nhân chủ yếu cho tư vấn là thiếu thời gian (53,4%) và kỹ năng / phương pháp tư vấn (31,7%).","67.445844635565"
"The principal causes of injuries were occupational & traffic accidents.","Nguyên nhân gây chấn thương ngực là tai nạn lao động và tai nạn giao thông.","Nguyên nhân chính gây ra tai nạn thương tích là do tai nạn lao động và tai nạn giao thông.","49.175747752661"
"Radiation dose for radiosuregery was 12 - 18Gy, mean dose of glioma and cavernoma was: 14±0.2Gy,: 16±0.4Gy.","Liều xạ phẫu từ 12-18 Gy, liều trung bình của glioma: 14 ± 0,2 Gy, cavernome: 16 ± 0, 4G y.","Liều xạ trị cho phẫu thuật cắt thuỳ trung tâm khối u não là 12-18 Gy, liều trung bình của u não và u hang là: 14 ± 0,2 G y; 16 ± 0,4 G y.","28.466574433224"
"Explicit consensus criteria have been proposed but are not yet universally adopted (1).","Các tiêu chí đồng thuận rõ ràng đã được đề xuất nhưng chưa được áp dụng phổ biến (1).","Các tiêu chuẩn xác định lâm sàng đã được đề xuất nhưng chưa được áp dụng đồng đều (1).","51.233503057656"
"Both animals should be dewormed regularly.","Cả hai động vật nên được tẩy giun đều đặn.","Cần thực hiện việc bôi thuốc diệt giun thường xuyên cho chuột cống trắng.","3.1251907639724"
"Asymmetric renal size (> 1 cm difference) discovered incidentally during imaging tests, and recurrent episodes of unexplained acute pulmonary edema or heart failure also suggest renovascular hypertension.","Kích thước thận không đối xứng (> 1 cm) được phát hiện tình cờ qua các thăm dò chẩn đoán hình ảnh, và các đợt phù phổi hoặc suy tim cấp, tái diễn không rõ nguyên nhân cũng gợi ý tăng huyết áp do mạch thận.","Kích thước thận không đối xứng (asymmetric renal size > 1cm) được phát hiện tình cờ trong các xét nghiệm chẩn đoán hình ảnh và các đợt cấp não thất hoặc suy tim không rõ nguyên nhân cũng gợi ý tăng huyết áp thay thế.","47.862815837729"
"Background: Rapid revascularization is the goal of treatment for acute ischemic stroke (AIS).","Mở đầu: Mục tiêu của các điều trị đột quị thiếu máu não cấp là nhanh chóng tái thông mạch máu tắc nghẽn.","Điều trị tái thông mạch nhanh là mục tiêu của bệnh nhân nhồi máu não cấp (NMN).","11.737833271572"
"The mean total hospital days was 6.09 ± 2.34 days, the mean number of catheters was 3.07 ± 1.24.","Tổng số ngày nằm viện trung bình là 6,09 ± 2,34 ngày, số catheter trung bình là 3,07 ± 1,24.","Thời gian nằm viện trung bình là 6,09 ± 2,34 ngày, số lượng dẫn lưu trung bình là 3,07 ± 1,24.","69.07573115737"
